Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2015-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 4/14/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Incomplete,Total Grades for Course,,,,,,,,
2015 Fall,Linguistics,LINGUIS,Linguistics,106,001,Metaphor,Eve Sweetser,52508,2,2,2,2,4,1,1,5,1,,,,2,,36,,,,,,,,
2015 Fall,Linguistics,LINGUIS,Linguistics,110,001,Phonets & Phonol,Susan Lin,52520,5,29,12,8,10,7,3,7,4,1,1,,3,,91,,,,,,,,
2015 Fall,Linguistics,LINGUIS,Linguistics,121,001,Logical Semantics,Amy Rose Deal,52544,,10,5,4,3,,1,,1,,,,,,25,,,,,,,,
2015 Fall,Linguistics,LINGUIS,Linguistics,123,001,Pragmatics,George Lakoff,52559,,7,2,3,3,6,2,1,1,,,,,,29,,,,,,,,
2015 Fall,Linguistics,LINGUIS,Linguistics,130,001,Comp Hist Ling,Gary Holland,52562,,22,9,2,7,9,2,6,6,1,1,,3,,70,,,,,,,,
2015 Fall,Linguistics,LINGUIS,Linguistics,170,001,Particular Language,Gary Holland,52583,,2,3,,3,1,,1,,,,,,,10,,,,,,,,
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,39A,001,Fresh/Soph Seminar,Kalanadh Sastry,53003,,,,,,,,,,,,,,,15,,,,,,,,
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,102,001,Bond Crys & Cry Def,Daryl Chrzan,53006,1,12,5,13,5,11,3,4,3,2,1,,3,,63,,,,,,,,
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,113,001,Mech Behav Eng Mat,Robert Ritchie,53015,1,6,6,6,3,3,,1,,,,,1,,27,,,,,,,,
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,120,001,Matls Prod,Matthew Sherburne,53024,1,12,,2,3,,,1,,,,,,1,20,,,,,,,,
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,123,001,Semicon Proc,Jie Yao,53027,1,4,4,7,5,2,3,,,,,,,,27,,,,,,,,
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,130,001,Exp Mat Sci Design,Christopher Kumai,53030,1,4,13,5,7,2,4,1,3,,1,,3,,44,,,,,,,,
2015 Fall,Materials Science & Eng,MAT SCI,Materials Science & Eng,136,001,Mat In Energy Tech,Kristin Persson,53042,,22,17,6,3,1,,,,,,,,,49,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,1A,001,Calculus,Mariusz Wodzicki,53303,2,17,9,13,12,6,9,6,4,,,,14,,103,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,1A,002,Calculus,Alexander Coward,53354,56,140,88,20,16,13,21,22,20,2,5,,18,2,435,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,1A,003,Calculus,Alexander Coward,53408,36,109,85,15,28,12,16,26,18,5,5,5,26,1,401,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,1A,004,Calculus,David Larman,53465,,14,3,5,4,3,2,4,1,1,,,2,,40,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,1B,001,Calculus,Ole Hald,53471,2,100,59,39,45,43,28,27,22,,28,,9,1,435,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,1B,002,Calculus,Paul Vojta,53525,14,16,11,10,17,19,30,14,13,7,6,4,6,,177,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,H1B,001,Honors Calculus,Ved Datar,53564,1,,2,6,3,4,3,3,,,,,1,,23,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,10A,001,Methods Of Math,Lawrence Evans,53570,3,25,25,39,29,36,19,22,14,10,3,5,3,7,251,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,10A,002,Methods Of Math,Richard Bamler,53573,19,42,59,63,68,46,35,25,16,8,7,1,5,1,421,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,16A,001,Anal Geo & Calculus,Alexander Paulin,53636,50,76,36,45,44,43,20,28,25,3,10,9,12,3,423,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,16A,002,Anal Geo & Calculus,Alexander Paulin,53684,45,66,35,41,36,41,17,31,16,1,15,6,12,1,379,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,16B,001,Anal Geo & Calculus,John Lott,53732,43,63,40,36,34,34,25,23,22,8,6,5,10,1,354,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,32,001,Precalculus,Alexander Appleton; Fraydoun Rezakhanlou,53780,5,31,19,18,16,11,13,12,7,,6,,6,1,212,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,53,001,Multivar Calculus,Emiliano Gomez,53834,23,67,45,39,56,39,23,39,21,8,16,6,10,2,408,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,53,002,Multivar Calculus,Alexander Givental,53888,17,19,34,33,30,35,23,24,21,7,4,2,9,4,274,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,H53,001,Hons Multi Calculus,Ved Datar,53939,1,1,3,3,4,4,3,5,,,2,,,,27,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,54,001,Lin Alg & Diff,David Nadler,53942,35,78,78,114,112,64,46,41,48,,27,,13,4,684,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,54,002,Lin Alg & Diff,Vera Serganova,54002,8,102,50,104,106,89,69,64,35,,,,39,7,700,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,55,001,Discrete Math,David Li-Bland,54071,21,56,26,21,10,9,11,12,10,15,8,8,31,3,254,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,002,Directed Group Stdy,Kelli Talaska,54107,,,,,,,,,,,,,,,44,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,023,Directed Group Stdy,Michael Wong,54166,,,,,,,,,,,,,,,56,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,024,Directed Group Stdy,Michael Wong,55334,,,,,,,,,,,,,,,47,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,025,Directed Group Stdy,Michael Wong,55337,,,,,,,,,,,,,,,32,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,026,Directed Group Stdy,Michael Wong,55340,,,,,,,,,,,,,,,28,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,028,Directed Group Stdy,Michael Wong,55346,,,,,,,,,,,,,,,45,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,031,Directed Group Stdy,Michael Wong,53301,,,,,,,,,,,,,,,25,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,032,Directed Group Stdy,Michael Wong,53304,,,,,,,,,,,,,,,38,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,033,Directed Group Stdy,Michael Wong,53320,,,,,,,,,,,,,,,45,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,98,036,Directed Group Stdy,Michael Wong,53329,,,,,,,,,,,,,,,24,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,C103,001,Intro Math Economic,Haluk Ergin,54182,2,2,1,,2,1,1,1,2,,1,,,,15,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,104,001,Intro To Analysis,Kenji Kozai,54185,3,8,3,3,8,3,5,4,3,,1,,2,,44,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,104,003,Intro To Analysis,Khoa Nguyen,54191,4,6,2,6,4,2,3,4,,,1,,2,1,36,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,104,004,Intro To Analysis,Hongbin Sun,54194,2,8,6,5,7,8,,6,,,4,,1,,47,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,104,005,Intro To Analysis,Tim Cramer,54197,2,5,3,3,6,2,4,1,3,,1,,,,31,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,104,006,Intro To Analysis,Mohammad Reza Pakzad,54200,3,,2,4,3,6,5,4,5,4,1,,,1,38,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,H104,001,Hnrs Intro Analysis,Charles Pugh,54203,5,3,1,,10,,,2,1,,,,1,,26,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,110,001,Linear Algebra,Olga Holtz,54206,8,22,23,34,34,26,22,18,14,3,2,1,4,,273,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,H110,001,Hnrs Linear Algebra,Alexander Givental,54227,1,2,,2,3,4,,1,1,,,,1,,16,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,113,001,Abstract Algebra,Ivan Contreras Palacios,54230,2,7,2,4,5,3,3,5,2,,,,3,,36,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,113,002,Abstract Algebra,Alexis Brice Emmanuel Bouthier,54233,3,3,1,3,3,,,,,,,,2,,18,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,113,003,Abstract Algebra,Kathryn Mann,54236,3,8,3,4,4,2,2,4,,,2,,4,,39,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,113,004,Abstract Algebra,Gang Liu,54239,5,3,4,6,3,7,3,4,1,1,,,1,,39,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,113,005,Abstract Algebra,Marc Rieffel,54242,,4,2,5,2,1,,1,5,,1,,5,,27,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,113,006,Abstract Algebra,Kelli Talaska,54245,2,5,3,1,9,2,2,6,3,,1,,,,35,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,114,001,Abstract Algebra Ii,Adam Topaz,54247,1,2,2,1,,,1,1,1,,,,,,10,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,116,001,Crypto,Yan Zhang,54248,3,3,3,2,4,,,3,,,3,,2,,29,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,121A,001,Math Tool Phys Sci,Dan-Virgil Voiculescu,54251,4,3,7,3,1,1,1,1,,,,,,,23,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,125A,001,Math Logic,Silvain Rideau,54254,4,3,2,1,4,,2,2,1,,,,2,,23,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,126,001,Intro Part Dif Equa,Jeffrey Calder,54257,3,8,3,6,7,2,3,2,,,2,,1,,41,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,128A,001,Numerical Analysis,Ming Gu,54260,6,20,18,29,16,21,6,18,11,,4,3,15,,178,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,130,001,Classical Geometrie,Kathryn Mann,54290,1,3,3,,3,3,1,,1,1,1,,1,,18,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,136,001,Incomplete/Undecid,Antonio Montalban,54293,3,3,2,7,2,3,2,1,1,,1,,2,1,31,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,140,001,Metric Dif Geometry,John Lott,54296,3,1,2,3,4,1,,,,,,,1,,15,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,142,001,Elem Alg Topology,Hongbin Sun,54299,1,4,1,3,3,4,,5,,,1,,2,,26,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,143,001,Elem Alg Geom,Bernd Sturmfels,54301,4,7,4,2,2,,,1,,,,,,,22,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,170,001,Math Meth Optimiz,Ming Gu,54308,4,11,6,3,3,,,,,,,,1,,33,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,185,001,Complex Analysis,David Dynerman,54311,,4,2,3,3,2,,3,1,,1,,6,1,27,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,185,002,Complex Analysis,Andrew Lawrie,54314,4,5,1,6,2,2,5,4,2,,,,2,1,34,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,185,003,Complex Analysis,Francisco Grunbaum,54317,2,3,,4,4,2,4,,,,,,,,20,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,185,004,Complex Analysis,Gang Liu,54320,4,7,4,6,4,3,2,5,5,,,,3,,44,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,185,005,Complex Analysis,Nikhil Srivastava,54323,1,,2,,1,2,,2,,,,,1,1,11,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,191,001,Exper Math,Yan Zhang,54329,,9,,,3,,,,,,,,,,13,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,198,002,Directed Group Stdy,Kelli Talaska,54374,,,,,,,,,,,,,,,48,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,198BC,001,Directed Group Stud,Maria Guadalupe Martinez; Thomas Scanlon,54395,,,,,,,,,,,,,,,19,,,,,,,,
2015 Fall,Mathematics,MATH,Mathematics,198BC,002,Directed Group Stud,Elan Bechor; Thomas Scanlon,54398,,,,,,,,,,,,,,,20,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,40,001,Thermodynamics,David Rich,55356,6,8,13,15,14,16,21,9,9,,,,,,111,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,C85,001,Intro Solid Mechncs,David Steigmann,55368,1,4,4,6,4,2,,1,3,1,4,,1,,31,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,C85,002,Intro Solid Mechncs,Francisco Armero,55380,3,15,2,7,7,6,7,9,6,2,3,,4,,72,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,98,051,Directed Group Stdy,Alice Agogino; Mariya Andreyeva,55530,,,,,,,,,,,,,,,25,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,98,053,Directed Group Stdy,Dennis Lieu; Koki Saito,55536,,,,,,,,,,,,,,,25,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,102A,001,Intr Mec Sys Mchtrn,George Anwar; Marcel Kristel,55551,12,52,27,26,19,2,,,,,,,,,138,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,102B,001,Mechatronics Design,Homayoon Kazerooni,55566,17,60,1,6,,,,,,,,,,,84,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,104,001,Engr Mechanics Ii,Tarek Zohdi,55578,8,15,9,10,11,17,6,4,3,2,2,8,2,,97,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,106,001,Fluid Mechanics,Shawn Shadden,55587,10,23,14,24,31,11,8,3,,,,,,,124,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,107,001,Mec Eng Laboratory,Lydia Sohn,55599,6,59,8,9,1,,,,,,,,,,83,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,108,001,Mech Beh Eng Matris,Ayyana Chakravartula,55623,,6,10,14,24,25,10,7,2,1,,,2,,101,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,109,001,Heat Transfer,Christopher Dames,55653,6,12,9,7,24,11,5,7,3,2,1,1,2,,90,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,119,001,Intro To Mems,Liwei Lin,55662,2,10,11,12,8,1,1,1,,,,,,,46,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,130,001,Design Planar Mach,Kourosh Youssefi,55665,,15,5,20,8,11,12,5,2,,,,,,78,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,132,001,Dyn System/Feedback,Andrew Packard,55677,,7,7,5,8,10,,3,,,,,,,40,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,C134,001,Feedback Cntrl Sys,Ronald Fearing,55692,,4,3,4,3,4,4,4,,,2,,,,28,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,140,001,Comb Proc,Carlos Fernandez-Pello,55707,2,3,6,3,9,3,3,,2,1,,,,,32,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,165,001,Ocean-Environm Mech,Ronald Yeung,55725,8,5,6,3,2,1,,1,,,1,,,,27,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,168,001,Mech Offshore-Sys,Mohammad-Reza Alam,55728,2,1,4,,5,1,1,1,,,,,,,15,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,175,001,Intermed Dynamics,Oliver O'Reilly,55731,1,4,3,8,9,3,3,3,1,,1,,,,38,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,C176,001,Orthop Biomech,Tony Keaveny,55740,1,2,9,5,6,1,,,1,,,,,,25,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,185,001,Intro Continum Mech,James Casey,55749,3,15,8,5,7,2,3,,,,,,,,43,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,190L,001,Prccontrl Sys Desgn,Andrew Packard,55754,,2,2,4,5,3,,,,,,,,,17,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,191K,001,Prof Communication,Marcel Kristel,55755,,42,1,5,,,,,,,,,,,48,,,,,,,,
2015 Fall,Mechanical Engineering,MEC ENG,Mechanical Engineering,198,051,Directed Group Stdy,Alice Agogino; Mariya Andreyeva,56028,,,,,,,,,,,,,,,23,,,,,,,,
2015 Fall,Military Affairs Program,AEROSPC,Aerospace Studies,1A,001,Found Us Air Force,Christopher Carroll; Christopher Francis,57203,8,7,4,1,1,,,1,,,,,1,,23,,,,,,,,
2015 Fall,Military Affairs Program,AEROSPC,Aerospace Studies,2A,001,Evolut Of Air Power,Christopher Carroll; Christopher Francis,57206,6,2,5,,3,3,,,,,,,1,,20,,,,,,,,
2015 Fall,Military Affairs Program,MIL AFF,Military Affairs,1,001,Mil Phys Fit & Nutr,Christopher Crager; Stephen Suhr,57103,,29,,,13,,,1,,,,,,,44,,,,,,,,
2015 Fall,Military Affairs Program,MIL AFF,Military Affairs,145A,001,Ntl Security Forces,Christopher Carroll; Christopher Francis,57106,1,7,1,1,1,,,,,,,,,,11,,,,,,,,
2015 Fall,Military Affairs Program,MIL SCI,Military Science,100,001,Ind Ldrshp Studies,Christopher Crager; Jeffrey Erts; Stephen Suhr,57309,7,3,1,,1,,2,,,,,,,,14,,,,,,,,
2015 Fall,Military Affairs Program,MIL SCI,Military Science,131,001,Applied Team Lead,Christopher Crager; Stephen Suhr,57312,5,3,,,,2,,,,,,,,,10,,,,,,,,
2015 Fall,Military Affairs Program,MIL SCI,Military Science,141,001,Leadership & Mngmnt,Christopher Crager; Stephen Suhr,57315,1,5,4,1,4,,,,,,,,,,15,,,,,,,,
2015 Fall,Military Affairs Program,NAV SCI,Naval Science,1,001,Intro To Naval Sci,William Koyama,57403,2,7,2,,,,,,,,,,,,11,,,,,,,,
2015 Fall,Military Affairs Program,NAV SCI,Naval Science,3,001,Lead Management I,Gregory Schmidt; Robert Scott,57409,,4,4,3,1,,,,,,,,,,12,,,,,,,,
2015 Fall,Military Affairs Program,NAV SCI,Naval Science,12A,001,Navigation Nav Op I,Gregory Schmidt; William Ferris,57412,3,7,2,,,,,,,,,,,,12,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,32,001,Intro Human Physiol,Robin Ball; Terry Machen,57503,7,56,29,19,60,9,15,58,8,,7,,7,2,306,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,32L,001,Int Human Phys Lab,Robin Ball,57539,3,84,24,7,12,,,1,,,,,,,131,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,55,001,Plagues Pandemics,P Beatty,57560,3,16,9,20,17,15,3,9,7,,1,,2,1,140,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C62,001,Drugs And The Brain,David Presti,57563,7,61,46,45,30,13,5,17,3,,1,,3,,312,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C64,001,Exploring The Brain,Natalia Caporale,57638,2,11,15,11,15,23,10,14,10,4,7,1,4,3,138,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,90A,001,Freshman Seminars,Jeremy Thorner,57668,3,3,3,3,3,,,,,,,,,,16,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C100A,001,Biophysical Chem,David Savage; John Kuriyan,58043,16,25,13,17,30,9,12,13,9,,1,,2,,155,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,102,001,Surv Biochem &,Jeremy Thorner; Nicholas Ingolia; Richard Calendar,58082,2,33,35,28,27,24,22,56,35,,13,,9,,293,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,104,001,Gen Genom Cell Bio,Craig Miller; Michael Eisen; Roberto Zoncu,58127,5,35,24,10,45,26,10,21,13,,1,,3,,196,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,110,001,General Biochem,James Hurley; Kathleen Collins; Qiang Zhou,58160,2,10,6,14,17,6,7,9,3,1,2,,,,79,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C110L,001,Biochem & Molbi,Andreas Martin; Isabelle Le Blanc,58175,3,7,3,1,7,3,1,1,1,,1,,,,29,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,C112,001,Gen Microbiology,Kathleen Ryan,58187,2,2,4,10,11,7,4,4,4,1,1,,1,,52,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,118,001,Cancer Karyotype,Peter Duesberg,58223,2,9,5,1,2,,,,,,,,,1,23,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,132,001,Bio Of Human Cancer,David Bilder; Kunxin Luo; Lin He,58226,1,14,5,10,7,3,4,5,6,,3,,4,,65,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,133L,001,Cell Bio & Phy Lab,Abby Dernburg; Gloria Brar; Polina Lishko,58241,4,15,8,3,3,3,,1,,,,,,,37,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,135A,001,Molec Endocrin,Gary Firestone,58262,3,28,36,34,20,4,4,1,1,,,,,,132,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,136,001,Physiology,Diana Bautista; Iswar Hariharan; Polina Lishko,58277,1,63,,35,28,7,13,6,5,,1,,8,,170,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,140,001,General Genetics,Daniel Rokhsar; Fyodor Urnov; Xavier Darzacq,58301,5,7,6,10,5,6,3,6,5,1,5,,2,,65,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,143,001,Molecular Evolution,Aimee King,58316,2,6,3,3,1,,,,,,,,,,16,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,150,001,Molecular Immunol,Astar Winoto; Laurent Coscoy,58322,,22,4,4,7,3,5,5,3,,2,,2,,60,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,150L,001,Immunology Lab,P Beatty; William Sha,58337,1,9,3,5,5,5,,1,,,,,1,,30,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,160,001,Cell & Molec Neuro,Helen Bateup; John Ngai; Richard Kramer,58340,5,30,9,10,20,13,9,22,7,,10,,1,,143,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,163,001,Neuroanatomy,David Larue; Henk Roelink,58367,7,16,24,13,8,7,6,9,7,,1,,1,,102,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,166,001,Biophysical Neurobi,Alan Miller; Ehud Isacoff; Tamira Elul,58382,4,12,7,3,2,2,1,,,,1,,2,,39,,,,,,,,
2015 Fall,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,198,203,Directed Group Stdy,Abby Dernburg,59096,,,,,,,,,,,,,,,28,,,,,,,,
2015 Fall,Music,MUSIC,Music,20A,001,Basic Musicianship,Eleanor Cloutier; Michael Orland,60303,,21,7,,1,,,1,,,,,1,,33,,,,,,,,
2015 Fall,Music,MUSIC,Music,20A,002,Basic Musicianship,Arathi Govind; Michael Orland,60306,3,11,2,2,,,,,,,,,1,,24,,,,,,,,
2015 Fall,Music,MUSIC,Music,20A,003,Basic Musicianship,Jiselle Warner; Michael Orland,60309,10,5,1,,,2,,1,,,,,,,27,,,,,,,,
2015 Fall,Music,MUSIC,Music,20A,005,Basic Musicianship,Michael Orland; Sivan Eldar,60315,9,7,4,2,2,,,1,,,,,,,27,,,,,,,,
2015 Fall,Music,MUSIC,Music,20A,006,Basic Musicianship,Christina Azahar; Michael Orland,60318,,9,7,1,2,,,,,,,,,,19,,,,,,,,
2015 Fall,Music,MUSIC,Music,20B,001,Basic Musicianship,Merav Singer; Michael Orland,60321,1,12,3,1,,,3,,,,,,,,21,,,,,,,,
2015 Fall,Music,MUSIC,Music,25A,001,Music Theory,Andrew Martin; David Pereira,60324,4,7,1,,1,,,1,,,,,1,,19,,,,,,,,
2015 Fall,Music,MUSIC,Music,25A,002,Music Theory,Antonio Juan Marcos Cavazos; David Pereira,60327,5,6,1,4,1,1,1,,,,,,,,21,,,,,,,,
2015 Fall,Music,MUSIC,Music,27,001,Intro West Music,Nicholas Mathew,60330,40,148,57,49,36,9,4,5,1,,1,,1,,440,,,,,,,,
2015 Fall,Music,MUSIC,Music,44,001,Voice Class,Candace Johnson,60381,9,15,,,,,,,,,,,,,30,,,,,,,,
2015 Fall,Music,MUSIC,Music,44,002,Voice Class,Candace Johnson,60384,14,11,1,1,1,,,,,,,,,,29,,,,,,,,
2015 Fall,Music,MUSIC,Music,44,003,Voice Class,Candace Johnson,60387,10,6,3,1,,1,,,,,,,,,21,,,,,,,,
2015 Fall,Music,MUSIC,Music,49B,001,Musicianship,Matthew Hough,60390,,9,4,,,,,,,,,,,,13,,,,,,,,
2015 Fall,Music,MUSIC,Music,49B,002,Musicianship,Matthew Hough,60393,,7,1,,,,,,,,,,,,10,,,,,,,,
2015 Fall,Music,MUSIC,Music,49C,001,Harmony,David Pereira,60396,,4,2,3,2,,,,,,,,,,12,,,,,,,,
